model,image,input_size,detections,best_class_id,best_label,best_confidence,best_left,best_top,best_right,best_bottom,preprocess_ms,inference_ms,total_ms,cpu_percent,pss_mb,rss_mb,model_size_mb,gpu_usage_percent,delegate
"yolo11n_640","ch0_20250511151404_20250511151904_f02595_jpg.rf.d921c03cdea5fbba215a16bdfda74a5f.jpg",640,1,42,"301a-cac-xe-chi-duoc-di-thang",0.8645,1437.3795,248.7922,1561.1627,382.7238,147.6090,727.1292,888.3302,120.5619,216.2354,260.3789,10.1784,,"CPU"
"yolo11n_640","ch0_20250511152904_20250511153404_f01350_jpg.rf.095a607564ebd68f6172d7114a549455.jpg",640,2,2,"103b-cam-oto-re-phai",0.8940,1543.0382,555.6083,1602.9320,627.1947,147.6485,725.5655,886.6002,120.6845,222.5010,266.7266,10.1784,,"CPU"
"yolo11n_640","ch0_20250511153904_20250511154404_f02640_jpg.rf.a47a398c69b0b006451dac1cd622f542.jpg",640,2,0,"102-cam-di-nguoc-chieu",0.9583,450.7830,556.8388,483.4472,606.2670,147.5238,725.4106,884.9214,120.4612,228.5830,273.1289,10.1784,,"CPU"
"yolo11n_640","ch0_20250511161258_20250511161758_f01807_jpg.rf.338d12bdbeda47bf65b2aaa154ccdc54.jpg",640,1,23,"131a-cam-do-xe",0.8902,1671.2209,501.6903,1704.8662,556.5026,153.7172,724.5937,891.8039,123.6805,224.6611,268.9219,10.1784,,"CPU"
"yolo11n_640","ch0_20250511161758_20250511162258_f03029_jpg.rf.e60388f056fd6de3298bc7058207e5f0.jpg",640,1,23,"131a-cam-do-xe",0.9016,1503.4059,492.7788,1555.3152,554.5178,147.7609,726.7488,889.2137,118.6427,220.1221,264.4883,10.1784,,"CPU"
"yolo11n_640","ch0_20250511163258_20250511163758_f05772_jpg.rf.dc078d52f13ec83aeca168a74000650f.jpg",640,2,9,"124b-cam-oto-quay-dau-xe",0.7626,1221.8757,614.3663,1261.2581,657.8915,147.6273,733.7786,894.0526,119.1190,226.4063,270.8242,10.1784,,"CPU"
"yolo11n_640","ch0_20250511163759_20250511164259_f05863_jpg.rf.207a395b469f8a7123bcb8a55f7dbde0.jpg",640,2,6,"123a-cam-re-trai",0.5063,588.4959,187.8150,685.0736,279.0773,148.1703,732.2375,896.6469,122.5648,209.9883,254.4961,10.1784,,"CPU"
"yolo11n_640","ch0_20250517125209_20250517125709_f01287_jpg.rf.125dce0ef81540ea0d3244f51213b4ca.jpg",640,1,6,"123a-cam-re-trai",0.7159,1426.7609,604.9411,1469.9756,651.9794,147.4889,729.1078,890.9629,120.6548,217.0938,261.3047,10.1784,,"CPU"
"yolo11n_640","ch0_20250517125709_20250517130209_f01937_jpg.rf.c6f1222828b588ac2d440b15e1af0634.jpg",640,5,27,"134-het-han-che-toc-do-toi-da",0.9245,1077.0651,686.8274,1114.3823,721.8871,147.6183,728.7543,890.7857,121.5764,223.3398,267.6875,10.1784,,"CPU"
"yolo11n_640","ch0_20250517125709_20250517130209_f01989_jpg.rf.b076ffddc9286b5a1fca351aaef1d7e9.jpg",640,2,27,"134-het-han-che-toc-do-toi-da",0.9160,1356.5919,502.7492,1442.4845,600.2646,147.9896,727.6380,890.9141,123.9142,208.2148,252.4336,10.1784,,"CPU"
"yolo11n_640","ch0_20250517162300_20250517162800_f05330_jpg.rf.004ce4e33d87f72d849ccc28afccd879.jpg",640,2,17,"127-toc-do-toi-da-60",0.7166,1355.9751,546.1634,1409.3420,601.1880,147.6824,726.2541,886.4398,121.0448,215.1709,259.2930,10.1784,,"CPU"
"yolo11n_640","ch0_20250517162801_20250517163301_f02184_jpg.rf.bf656ec4c0279059e2775f8a0b3306ac.jpg",640,3,11,"125-cam-vuot",0.5903,1636.1206,350.6644,1690.4008,424.4577,147.5514,724.7652,884.5580,120.5107,221.0068,265.4609,10.1784,,"CPU"
"yolo11n_640","ch0_20250517164301_20250517164801_f00507_jpg.rf.69bb4eae7f768bb5d9a88a35980330f1.jpg",640,2,17,"127-toc-do-toi-da-60",0.9634,302.1455,391.3200,370.2552,481.0036,147.6085,725.9175,889.2486,122.7963,207.9131,252.2773,10.1784,,"CPU"
"yolo11n_640","ch0_20250517171302_20250517171802_f01924_jpg.rf.e561c9eba1571fc7c47d3793e83a9454.jpg",640,2,7,"123b-cam-re-phai",0.4717,1074.4808,609.9758,1108.4418,641.6984,148.0568,726.6397,889.4381,119.9621,214.6670,258.9258,10.1784,,"CPU"
"yolo11s_320","376_jpg.rf.4be45b6bd889aa6e8432f712997e88dd.jpg",320,3,5,"107-cam-oto-khach-va-oto-tai",0.9022,375.0783,277.7426,397.2501,295.0075,37.5797,545.0119,585.6927,120.0269,226.3701,270.7734,36.2056,,"CPU"
"yolo11s_320","4_mp4-0002_jpg.rf.378ddc9a1b8edabcf6883c5a72b0e80d.jpg",320,1,45,"301d-cac-xe-chi-duoc-re-phai-2",0.9217,387.8691,65.0893,530.3858,149.1559,37.5656,545.3173,585.9250,121.6858,230.1045,274.4336,36.2056,,"CPU"
"yolo11s_320","4_mp4-0065_jpg.rf.4a889c6bd7bfa8515b55bae6d21a9858.jpg",320,1,45,"301d-cac-xe-chi-duoc-re-phai-2",0.9259,468.8121,49.9917,616.6342,134.9417,37.5709,543.4162,584.0066,122.2569,233.4561,277.7500,36.2056,,"CPU"
"yolo11s_320","4_mp4-0079_jpg.rf.7bb0baec5c447fec393734ddc09eba72.jpg",320,1,45,"301d-cac-xe-chi-duoc-re-phai-2",0.9172,457.4757,57.7905,605.3873,141.8462,37.6917,542.0321,584.6065,126.0643,223.3311,267.8828,36.2056,,"CPU"
"yolo11s_320","517_jpg.rf.3365e9d3f7787c53d4f330c9317b2c3d.jpg",320,1,30,"137-cam-re-trai-va-re-phai",0.8709,362.8304,116.4874,394.0906,167.0113,37.6007,543.5139,584.4063,122.1732,227.4873,271.8398,36.2056,,"CPU"
"yolo11s_320","6432930985452_mp4-0006_jpg.rf.2a8f28c40fd6ecda3333caa0532c516f.jpg",320,2,33,"205-duong-giao-nhau",0.8852,321.7567,207.0951,395.5640,250.1393,37.4711,541.8474,582.8672,119.5792,231.0654,275.3633,36.2056,,"CPU"
"yolo11s_320","6432941026760_mp4-0002_jpg.rf.a3ad0991ac8035a20fec19321776f20e.jpg",320,1,39,"225-chu-y-tre-em",0.8122,88.3411,304.8692,138.5154,330.9237,37.6178,542.5361,585.3854,123.6755,221.4443,266.0039,36.2056,,"CPU"
"yolo11s_320","6432944636915_mp4-0028_jpg.rf.e2faf3f5559fde6bf98d92b08f8df413.jpg",320,3,29,"136-cam-di-thang",0.9332,499.8340,263.1767,536.6749,289.5688,37.6114,543.9560,584.8781,118.1425,225.6982,269.6992,36.2056,,"CPU"
"yolo11s_320","6438222152829_mp4-0073_jpg.rf.821d491f7ae20e69e29ea8667ad15bf4.jpg",320,1,18,"127-toc-do-toi-da-70",0.8765,317.8111,261.3154,366.7150,290.0974,37.7286,542.4801,583.2617,118.9841,228.9404,273.2695,36.2056,,"CPU"
"yolo11s_320","6438222152829_mp4-0115_jpg.rf.9ecc4398589661778243262d2d7b58a7.jpg",320,1,18,"127-toc-do-toi-da-70",0.9024,79.9118,305.5690,129.4232,333.9345,37.5370,542.5145,583.0255,119.7185,232.6865,276.9961,36.2056,,"CPU"
"yolo11s_320","7_jpg.rf.fc20b3103435b9baf0d1537e5b75d37e.jpg",320,3,30,"137-cam-re-trai-va-re-phai",0.9416,10.3156,375.0178,32.6613,408.1633,37.7919,546.6029,589.6292,125.8385,222.4248,267.2148,36.2056,,"CPU"
"yolo11s_320","812_jpg.rf.9042caec1c9cb13ffd30654e9ef12a6f.jpg",320,2,22,"130-cam-dung-va-do-xe",0.6891,434.2049,204.9936,456.3593,241.3418,37.5197,542.2990,582.7406,118.7473,226.5615,270.9570,36.2056,,"CPU"
"yolo11s_320","8_jpg.rf.2f29afa5c73f30e6db9c8febb349fdd5.jpg",320,3,30,"137-cam-re-trai-va-re-phai",0.8710,33.8400,342.6136,58.4770,379.3413,37.5577,542.7601,584.0109,118.1457,230.2998,274.6445,36.2056,,"CPU"
"yolo11s_320","946_jpg.rf.adbd2325400dbee2acc362c831534168.jpg",320,2,23,"131a-cam-do-xe",0.8841,406.5159,304.6664,432.1268,347.1991,37.5889,544.1803,584.8180,118.6674,233.7256,278.0195,36.2056,,"CPU"
"yolo11s_320","986_jpg.rf.fb6f79659a343c46b133dd894286529e.jpg",320,2,37,"221-duong-go-ghe",0.9557,591.0314,248.2024,621.3265,287.4172,37.6971,544.5578,587.1811,125.6816,223.5693,268.3047,36.2056,,"CPU"
"yolo11s_320","A-nh-ma-n-hi-nh-2025-03-23-lu-c-00_00_38_png.rf.33d0b8be20a15121992d6c781612db26.jpg",320,1,29,"136-cam-di-thang",0.9744,25.9010,118.1641,150.3739,301.9482,37.5252,543.5367,584.1441,120.3453,227.3467,271.8438,36.2056,,"CPU"
"yolo11s_320","Eddy2612-online-video-cutter_com-_mp4-0087_jpg.rf.a8b63de290830a8a569ab9b94e8c6b56.jpg",320,1,13,"127-toc-do-toi-da-20",0.9540,277.6941,128.6516,373.8893,185.7444,37.7199,543.2815,584.1098,121.7212,231.0928,275.3516,36.2056,,"CPU"
"yolo11s_320","Ghi-Ma-n-hi-nh-2025-03-23-lu-c-22_08_05_mov-0054_jpg.rf.8210917d1062e06e013d0cd56a0af732.jpg",320,1,49,"303-noi-giao-nhau-chay-theo-vong-xuyen",0.9429,194.2715,21.1266,451.7399,353.3201,37.6893,545.9771,589.0256,129.1926,221.0537,265.6563,36.2056,,"CPU"
"yolo11s_320","Ghi-Ma-n-hi-nh-2025-03-23-lu-c-22_25_28_mov-0039_jpg.rf.c3dffa99ceeb2ccfac3193655497d12e.jpg",320,1,36,"209-giao-nhau-co-tin-hieu-den",0.9186,130.9440,117.0577,224.8065,254.4427,37.7421,541.2626,582.0682,120.9460,225.1748,269.6016,36.2056,,"CPU"
"yolo11s_320","Ghi-Ma-n-hi-nh-2025-03-23-lu-c-22_25_28_mov-0146_jpg.rf.e35fdd91170a46c9280260785119000e.jpg",320,1,36,"209-giao-nhau-co-tin-hieu-den",0.9187,130.9412,116.9758,224.8004,254.4478,37.5304,541.9632,582.7402,122.0076,228.5693,272.9414,36.2056,,"CPU"
"yolo11s_320","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-14_04_42_mov-0017_jpg.rf.b635a1968c52972696572e13f5cf98d6.jpg",320,2,44,"301c-cac-xe-chi-duoc-re-trai",0.9467,24.3964,49.2383,309.3653,616.2737,37.5353,542.7611,583.6181,119.7683,232.2920,276.4180,36.2056,,"CPU"
"yolo11s_320","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-15_06_54_mov-0123_jpg.rf.197f8c0a1a3c6ef7eca2eb4bc9b02e42.jpg",320,1,52,"420-bat-dau-khu-dong-dan-cu",0.9262,91.3946,244.3095,385.4309,383.6973,37.5752,543.1236,585.8282,127.3378,222.0654,266.4336,36.2056,,"CPU"
"yolo11s_320","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-15_06_54_mov-0169_jpg.rf.ffb7a1764cbb0e63ccaa9eea360f6403.jpg",320,1,52,"420-bat-dau-khu-dong-dan-cu",0.9260,91.4257,244.2818,385.4340,383.6844,37.4646,543.3654,583.8864,118.5143,226.3818,270.3672,36.2056,,"CPU"
"yolo11s_320","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-15_38_46_mov-0128_jpg.rf.611046171b0f3d2701b8a6a449f93d27.jpg",320,1,53,"421-ket-thuc-khu-dong-dan-cu",0.9424,468.8964,196.6541,620.1863,338.0024,37.6419,544.2522,584.8865,117.6278,229.7686,273.9023,36.2056,,"CPU"
"yolo11s_320","IMG_0493_jpeg.rf.3ae39d1297e3e1de25b07f168e79bc36.jpg",320,1,25,"131c-cam-do-xe-ngay-chan",0.9282,711.3264,244.6746,881.4580,447.0176,37.8986,544.8564,587.1205,123.8218,230.1045,274.8086,36.2056,,"CPU"
"yolo11s_320","IMG_4007-MOV_out0082_png.rf.7bbdf7cb3b519eb3ae5d2c2185311585.jpg",320,4,0,"102-cam-di-nguoc-chieu",0.9526,39.2684,187.5290,78.3096,265.2167,37.7268,544.2888,585.2455,117.3849,226.5537,271.0547,36.2056,,"CPU"
"yolo11s_320","IMG_4024-MOV_out0253_png.rf.503a4c4d1be9d04bb29a2d681fd63cf8.jpg",320,4,19,"127-toc-do-toi-da-80",0.8978,409.2332,253.6949,432.2492,300.0876,37.4607,543.6442,584.5803,117.6892,230.1787,274.2500,36.2056,,"CPU"
"yolo11s_320","IMG_4028-MOV_out0011_png.rf.a99e3f8eb0f391dc63d04a13f66c7d92.jpg",320,3,19,"127-toc-do-toi-da-80",0.9431,308.3375,117.8294,361.1405,208.6856,37.8462,544.0176,585.2401,119.2560,233.8584,278.0586,36.2056,,"CPU"
"yolo11s_320","IMG_4032-MOV_out0046_png.rf.2ee7f103233cddca5730e99df4bb569a.jpg",320,5,40,"227-cong-truong",0.9507,242.8684,427.6668,309.9463,528.7546,37.7239,544.8809,588.8230,124.6506,222.1162,266.6719,36.2056,,"CPU"
"yolo11s_320","IMG_4041-MOV_out0020_png.rf.91d13da17f2f3d6f9c8ffdd204463ac2.jpg",320,1,32,"203-duong-bi-hep",0.7201,140.3070,216.4859,219.6063,343.7700,37.7058,542.1020,582.7800,120.4551,226.2686,270.4375,36.2056,,"CPU"
"yolo11s_320","IMG_4047-MOV_out0012_png.rf.09ca70977f0bc67b6fa6c76255a2f296.jpg",320,4,41,"245-di-cham",0.9356,204.2604,315.6509,241.0186,370.7919,37.5545,542.1883,583.1250,120.7190,229.9717,274.0859,36.2056,,"CPU"
"yolo11s_320","IMG_4049-MOV_out0023_png.rf.176dec9b6c99c3073e95282376af54d4.jpg",320,5,22,"130-cam-dung-va-do-xe",0.9116,135.5956,58.9865,201.3084,168.7618,37.4906,543.3785,584.0388,121.0515,233.4365,277.4883,36.2056,,"CPU"
"yolo11s_320","IMG_4051-MOV_out0049_png.rf.0cdced0af44df2b18e13adfddda976bb.jpg",320,1,41,"245-di-cham",0.9493,245.7270,155.8264,338.0549,290.7460,37.8525,542.9176,586.5295,128.0376,223.6670,267.9844,36.2056,,"CPU"
"yolo11s_320","IMG_4051-MOV_out0052_png.rf.c7fb9ae66a6356120ecff9f0903bb4a1.jpg",320,1,41,"245-di-cham",0.9195,323.8723,126.1064,404.9249,251.9121,37.5818,543.3414,584.0870,119.6717,227.8076,272.2578,36.2056,,"CPU"
"yolo11s_320","IMG_4052-MOV_out0095_png.rf.cd837ddfd7779c6029cf8843e67a522d.jpg",320,1,31,"201-cho-ngoat-nguy-hiem",0.8948,255.3370,257.1786,288.5983,305.2109,37.5614,542.9165,583.5697,120.4635,231.1553,275.3906,36.2056,,"CPU"
"yolo11s_320","IMG_4055-MOV_out0002_png.rf.94c5ef6aa29fbe4784d4de3f78f2b683.jpg",320,3,16,"127-toc-do-toi-da-50",0.9083,215.5228,134.2263,281.6184,247.5826,37.5236,546.1803,589.9523,126.4478,221.3506,266.0742,36.2056,,"CPU"
"yolo11s_320","IMG_4063-MOV_out0014_png.rf.f12c9a9d9bc1a12865d7f0d9c2699bd2.jpg",320,2,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9605,243.3036,281.8608,416.7228,581.8342,37.5882,542.9810,583.9269,119.1911,225.6787,269.8359,36.2056,,"CPU"
"yolo11s_320","IMG_4068-MOV_out0014_png.rf.46899b0d6413e15a0ae59681905e76ea.jpg",320,1,23,"131a-cam-do-xe",0.8777,450.1085,406.9139,469.2196,439.6943,37.6040,544.2870,584.8596,119.6849,229.1904,273.2969,36.2056,,"CPU"
"yolo11s_320","IMG_4088-MOV_out0008_png.rf.d90b9e2562e7f2317a06cd60967c20b2.jpg",320,1,22,"130-cam-dung-va-do-xe",0.9023,134.7965,200.8580,220.3975,346.2257,37.8491,542.8644,583.7843,116.9933,232.3779,276.6172,36.2056,,"CPU"
"yolo11s_320","IMG_4090-MOV_out0026_png.rf.878b7d031dda48c5609c1198ec6054fa.jpg",320,2,22,"130-cam-dung-va-do-xe",0.9068,241.3301,259.6298,326.1023,402.9367,37.6826,544.2226,587.3978,122.7410,222.2881,266.9453,36.2056,,"CPU"
"yolo11s_320","IMG_4090-MOV_out0027_png.rf.88dba89fb23debf0a97ce44daab9bfb2.jpg",320,2,22,"130-cam-dung-va-do-xe",0.9436,235.3028,206.9281,324.8476,358.1477,37.4936,544.2075,585.0003,119.9983,226.5928,270.8633,36.2056,,"CPU"
"yolo11s_320","IMG_4092-MOV_out0022_png.rf.713fb9936736c64cf149876cc11b2222.jpg",320,1,10,"124c-cam-re-trai-va-cam-quay-dau-xe",0.9640,90.0590,263.4019,221.2291,509.0338,37.5069,541.8763,582.3992,117.4433,230.1475,274.4219,36.2056,,"CPU"
"yolo11s_320","IMG_4094-MOV_out0042_png.rf.87f31848eb608dff4b9db2d8af1394c0.jpg",320,1,23,"131a-cam-do-xe",0.9445,280.4435,159.3013,419.7515,402.9230,37.5947,544.4258,585.8560,118.4571,233.5029,277.7266,36.2056,,"CPU"
"yolo11s_320","IMG_4102-MOV_out0004_png.rf.a8ff3f3168fed99a978b85593b5ae2d7.jpg",320,1,23,"131a-cam-do-xe",0.9413,76.6831,205.5450,224.5733,467.4128,37.5618,544.3560,586.7693,126.9629,223.2646,267.9492,36.2056,,"CPU"
"yolo11s_320","IMG_4112-MOV_out0033_png.rf.e613a1f06ff12b7a34f8ec255aeacb89.jpg",320,5,17,"127-toc-do-toi-da-60",0.9082,272.0278,142.6794,313.1454,211.1843,37.5289,541.5670,583.0774,117.6499,227.3779,271.5039,36.2056,,"CPU"
"yolo11s_320","IMG_4122-MOV_out0005_png.rf.1f4d23954e1988995727f1a64e6cbbbc.jpg",320,1,23,"131a-cam-do-xe",0.9144,286.8568,208.5206,360.5995,338.8804,37.5472,541.2638,582.0208,118.2069,230.8389,275.1055,36.2056,,"CPU"
"yolo11s_320","IMG_4122-MOV_out0064_png.rf.af462c333d954aee4ca15a655354abe5.jpg",320,1,23,"131a-cam-do-xe",0.9172,69.4900,319.9994,152.9245,458.3732,37.7358,543.2674,586.3164,127.2308,221.4014,266.2656,36.2056,,"CPU"
"yolo11s_320","IMG_4139-MOV_out0005_png.rf.97b28cd0c0f71780403c4b84d24d8a4a.jpg",320,2,41,"245-di-cham",0.9501,298.1938,251.4230,342.2488,331.5257,37.5455,544.2601,585.1025,119.8062,225.2920,269.5781,36.2056,,"CPU"
"yolo11s_320","IMG_4146-MOV_out0029_png.rf.0daaf2020136bcd3f298eaf75ce59ef8.jpg",320,1,22,"130-cam-dung-va-do-xe",0.8968,103.9621,187.2631,134.4037,237.8399,37.5954,542.7149,583.2447,121.5593,229.0342,273.4570,36.2056,,"CPU"
"yolo11s_320","IMG_4153-MOV_out0027_png.rf.3b489fae87650e101d30d5c6a41cfc9f.jpg",320,5,16,"127-toc-do-toi-da-50",0.9302,444.6697,270.2495,495.5828,357.1959,37.7448,543.5424,584.9854,121.0265,232.4014,276.5820,36.2056,,"CPU"
"yolo11s_320","IMG_4156-MOV_out0004_png.rf.258de781248cb979aa7860533b259be6.jpg",320,1,8,"124a-cam-quay-dau-xe",0.8950,150.3705,267.6187,186.0993,326.0457,37.6451,543.1797,585.6589,128.2280,222.4834,267.0391,36.2056,,"CPU"
"yolo11s_320","IMG_4160-MOV_out0006_png.rf.d24a9a545520174ba55c97aecd39172b.jpg",320,2,22,"130-cam-dung-va-do-xe",0.8904,141.2663,220.9026,178.9504,283.7195,37.6824,541.5658,583.4219,119.8083,226.5811,270.7500,36.2056,,"CPU"
"yolo11s_320","IMG_4169-MOV_out0007_png.rf.2b7f1fe993d9f4ca54cf4c7d456f9a32.jpg",320,1,31,"201-cho-ngoat-nguy-hiem",0.9432,62.4731,47.8799,261.3539,373.6835,37.5776,545.0108,585.8438,118.9715,230.1436,274.2539,36.2056,,"CPU"
"yolo11s_320","IMG_4186-MOV_out0007_png.rf.1917a5c7b2cfe606bae80b1d817bf0f2.jpg",320,3,30,"137-cam-re-trai-va-re-phai",0.9537,181.5662,518.3893,224.8613,594.4474,37.5375,541.6682,582.5759,118.6093,233.6631,277.7617,36.2056,,"CPU"
"yolo11s_320","IMG_4200-MOV_out0029_png.rf.0fb9f2aa37e8780adb2e719bb0d542bf.jpg",320,1,36,"209-giao-nhau-co-tin-hieu-den",0.8748,0.0000,47.3185,380.7307,640.0000,37.7196,546.4688,588.4976,123.5319,223.8389,268.2148,36.2056,,"CPU"
"yolo11s_320","IMG_4215-MOV_out0030_png.rf.ee7ce2f58d7f466d4ac5f502e75f7226.jpg",320,1,33,"205-duong-giao-nhau",0.9430,374.6362,197.7034,427.7785,278.7090,37.6112,544.2843,584.9230,117.4495,227.9795,272.1523,36.2056,,"CPU"
"yolo11s_320","IMG_4215-MOV_out0062_png.rf.3674eafd2b4fdfccc3e09fc9b26e7975.jpg",320,2,0,"102-cam-di-nguoc-chieu",0.9559,351.1478,260.1636,428.6267,399.6780,37.8748,544.4121,585.5255,119.2074,231.1318,275.4375,36.2056,,"CPU"
"yolo11s_320","IMG_4218-MOV_out0006_png.rf.e57c98fe37e1ee748a41cbcc0fe9e60e.jpg",320,5,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.8930,0.1042,450.2988,14.8613,477.3063,37.6692,546.2958,589.7455,124.1163,221.3389,265.9141,36.2056,,"CPU"
"yolo11s_320","MOV00728_mp4-0007_jpg.rf.9a2474f55178eaf5357d93dfbd910e22.jpg",320,1,53,"421-ket-thuc-khu-dong-dan-cu",0.9068,487.4512,54.4816,543.1049,144.1483,37.4770,541.3866,581.9078,118.9171,225.5537,269.7500,36.2056,,"CPU"
"yolo11s_320","MOV00732_mp4-0000_jpg.rf.b5cbb3eb96c921d963af9dcde7c08376.jpg",320,2,41,"245-di-cham",0.9293,430.8445,77.3662,450.0687,106.3952,37.6048,544.2860,584.9386,118.9849,229.2920,273.5625,36.2056,,"CPU"
"yolo11s_320","NO20250629-160524-000060F_f01836_jpg.rf.e7d99b92332fab1542b1491d4f57523a.jpg",320,1,22,"130-cam-dung-va-do-xe",0.6328,1627.1471,764.1407,1694.9955,834.2156,38.3295,542.8422,584.0876,121.3716,246.1279,290.4063,36.2056,,"CPU"
"yolo11s_320","NO20250710-170649-000005F_f03588_jpg.rf.fe490bfaf5cd21106fe7a2a7b795521f.jpg",320,3,9,"124b-cam-oto-quay-dau-xe",0.8502,1714.3550,833.4816,1757.1333,877.8798,38.2655,543.6169,584.7532,121.2456,246.2490,290.4844,36.2056,,"CPU"
"yolo11s_320","NO20250712-170157-000088F_f00494_jpg.rf.c37edfad4641bfb747f5a2686ad5b113.jpg",320,2,50,"306-toc-do-toi-thieu-60",0.8931,1303.6163,865.6317,1345.8809,906.9256,37.8655,541.6305,582.4414,119.3231,250.1709,294.3633,36.2056,,"CPU"
"yolo11s_320","Tua-n-Khanh-1968-online-video-cutter_com-_mp4-0112_jpg.rf.8fce825012051f902d66d1dd19ef8bb7.jpg",320,1,14,"127-toc-do-toi-da-30",0.9074,282.3832,261.9525,330.1447,289.1854,37.4094,540.6015,580.9588,118.2506,235.8896,280.0234,36.2056,,"CPU"
"yolo11s_320","Tua-n-Khanh-1968-online-video-cutter_com-_mp4-0138_jpg.rf.e47a884fcd76e6cafb53643de1017bc6.jpg",320,1,14,"127-toc-do-toi-da-30",0.8791,325.6936,230.6420,385.0981,266.6299,37.5638,541.4576,582.3607,118.6530,239.4014,283.5078,36.2056,,"CPU"
"yolo11s_320","ch0_20250430101655_20250430101955_f00010_jpg.rf.4bc7057d8244b1093f3f7f474769dc97.jpg",320,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,42.0198,542.5422,590.1591,124.7055,230.1943,274.9297,36.2056,,"CPU"
"yolo11s_320","ch0_20250430101655_20250430101955_f01670_jpg.rf.d6ff095299d7c2bbf492f0669090f6a8.jpg",320,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,37.5048,541.3252,581.7636,122.0395,234.3818,278.7109,36.2056,,"CPU"
"yolo11s_320","ch0_20250430104659_20250430104959_f03726_jpg.rf.a0cb74e29a4566d78f3a43b41dfe7bd4.jpg",320,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,37.6607,542.4347,583.0927,120.3897,237.9287,282.2109,36.2056,,"CPU"
"yolo11s_320","ch0_20250430104659_20250430104959_f03780_jpg.rf.65565d95b7a5537f767c535dc4e16cd0.jpg",320,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,37.4584,543.5366,585.9694,124.9155,227.8701,272.3906,36.2056,,"CPU"
"yolo11s_320","ch0_20250430105000_20250430105300_f02826_jpg.rf.e2062c1fcdd3217b28a116cee3c45d2e.jpg",320,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,37.4130,542.9034,583.1193,118.3262,232.2217,276.3789,36.2056,,"CPU"
"yolo11s_320","ch0_20250430105300_20250430105600_f00252_jpg.rf.4f294a6511559e83c093a8303e3b864e.jpg",320,2,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.5691,839.7612,720.2236,859.8153,756.0251,37.5629,543.6347,584.2247,118.7878,235.9482,280.0508,36.2056,,"CPU"
"yolo11s_320","ch0_20250430105300_20250430105600_f01818_jpg.rf.cf5f087c0b376cff623398bedca0f505.jpg",320,1,23,"131a-cam-do-xe",0.6590,1377.7617,611.9456,1425.0656,660.0720,37.4997,541.7333,582.0992,118.7062,239.5107,283.3633,36.2056,,"CPU"
"yolo11s_320","ch0_20250504150317_20250504150617_f01420_jpg.rf.e71c01097d00aafd575a2d1fa70714c9.jpg",320,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,37.5739,546.1437,587.3773,125.9800,229.4561,274.0039,36.2056,,"CPU"
"yolo11s_320","ch0_20250504150617_20250504150917_f03930_jpg.rf.68f5c2124f1b4f9e99953613121153c1.jpg",320,2,7,"123b-cam-re-phai",0.3284,1154.0424,659.9938,1190.7450,702.4928,37.6037,543.8987,584.6388,117.5062,233.9834,278.3750,36.2056,,"CPU"
"yolo11s_320","ch0_20250504150917_20250504151217_f01340_jpg.rf.77fa98ad4dd622017e43de43df162dd2.jpg",320,2,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9232,525.7649,455.0198,645.4106,567.8134,37.5554,541.7167,582.6766,118.5888,237.3623,281.7305,36.2056,,"CPU"
"yolo11s_320","ch0_20250504150917_20250504151217_f03740_jpg.rf.d23464a0849d09491280af611f02aadb.jpg",320,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,37.3692,541.6010,582.0250,120.9541,244.5303,283.0313,36.2056,,"CPU"
"yolo11s_320","ch0_20250504151217_20250504151517_f00100_jpg.rf.e3c5eab93106bc5a40bd66dd23b80c50.jpg",320,2,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.8691,286.5714,349.2256,383.0812,475.6784,37.4044,542.5003,582.9710,120.2442,231.5029,275.9258,36.2056,,"CPU"
"yolo11s_320","ch0_20250504151217_20250504151517_f03230_jpg.rf.158925432bebc859c1d9f0759e35dcd1.jpg",320,2,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9143,623.6736,447.6877,730.8627,554.5200,38.1509,545.5296,586.9256,118.0708,235.3975,279.7695,36.2056,,"CPU"
"yolo11s_320","ch0_20250504151217_20250504151517_f04150_jpg.rf.b5dbe1e170bf594d4a67270e3afb7c43.jpg",320,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,37.5305,541.1480,581.4966,120.0323,238.7998,283.1094,36.2056,,"CPU"
